id,title,sector_name,administrative_level,estimated_cost,investment_status,project_status,category,sub_sector
2184,Amélioration de l'accès à l'eau potable aux ménages dont le complexe scolaire (EPP/EM) à travers la réalisation d'un forage pour réduire les peines des femmes et des apprenants dues à l'approvisionnement en eau,Autre,KAGNIFÊLÊ,5000000,p,N,Accès à l'eau,Forage simple
2416,Amélioration de l'accès à l'eau potable dans la communauté  à travers la réalisation de  forages  équipé de dispositif solaire plus château et borne fontaine à Bongnami et bonwalou,Autre,BONGNAMI,5000000,p,N,Accès à l'eau,Forage simple
2415,Amélioration de l'accès à l'eau potable dans la communauté de  Fandou à travers la réalisation de  forage équipé de dispositif solaire plus château et borne fontaine,Autre,FANDOU,5000000,p,N,Accès à l'eau,Forage simple
2414,Amélioration de l'accès à l'eau potable dans la communauté de Goumbitchigoura à travers la réalisation de  forages équipé de dispositif solaire plus château et borne fontaine à Tondibanda et à côté de la mosquée de Goumbitchigoura,Autre,GOUMBITCHIGOURA,5000000,p,N,Accès à l'eau,Forage simple
2418,"Amélioration de l'accès à l'eau potable dans la communauté de Pétchinga à travers la réalisation de  forage équipé de dispositif solaire plus château et borne fontaine à Tandigamey, Danaï et Pétchinga",Autre,PÉTCHINGA,5000000,p,N,Accès à l'eau,Forage simple
398,"Amélioration de l'accès à l'eau potable dans le village de Tchikandou à la réalisation de 5 poste d'eau autonome à Dagourou sonkorou, gamaro,Djantcha et nama",Autre,TCHICANDOU,5000000,p,N,Accès à l'eau,Poste d'eau autonome (PEA)
1758,Amélioration de l’accès à l’eau potable (Forage équipé de dispositif solaire plus château d'eau et bornes fontaines) au profit de la communauté de Gorobani,Autre,PÉTONI-POHO-GOROBANI,5000000,p,N,Accès à l'eau,Forage simple
1762,Amélioration de l’accès à l’eau potable (Forage équipé de dispositif solaire plus château d'eau et bornes fontaines) au profit de la communauté de Zongo,Autre,ZONGO DE DJOUGOU1,5000000,p,N,Accès à l'eau,Forage simple
2126,"Amélioration de l’accès à l’eau potable par les agriculteurs et éleveurs de kpéli-Fada à travers l’Amélioration d’une retenue d’eau, la délimitation d’un couloir de passage des bœufs et d’une aire de pâturage pour les bœufs",Autre,KPÉLI-FADA,5000000,p,N,Accès à l'eau,Forage simple
2333,Amélioration  de l'accès  à  l'éducation,Autre,GOUNIN DE PARAKOU1,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2309,Amélioration de l'accès à l'éducation à travers la construction d'une clôture de l'école primaire publique de Madina,Autre,MADINA DE PRKOU1,5000000,p,N,Education,Clôture de collèges et lycées
587,Amélioration de l'accès à l'éducation à travers la construction d'un module de trois salles de classes à l'EPP Namoin,Autre,DIGUIDIROU -PEULH,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
580,Amélioration de l'accès à l'éducation à travers la construction d'un module de trois salles de classes plus bureau magasin,Autre,DIGUIDIROU,5000000,p,N,Education,Bureau d'école primaire
889,Amélioration de l'accès à l'éducation à travers la l'acquisition de mobilier pour l'école maternelle de Madina,Autre,KADÉRA,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
2136,Amélioration de l’accès à l’éducation de qualité aux meilleurs conditions d’apprentissage de la petite enfance l’école maternelle de N’djakada à travers la construction d’une infrastructure de qualité fondamentale,Autre,N’DJAKADA,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
2134,Amélioration de l’accès à l’éducation de qualité aux meilleurs conditions d’apprentissage des apprenants l’école Primaire de gnangba-kabia à travers la réalisation d’une infrastructure de qualité fondamentale,Autre,GNANGBA KABIA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2128,Amélioration de l’accès à l’éducation de qualité et aux meilleur conditions d’apprentissage de la petite enfance l’école maternelle de Troucarré à travers la construction d’une infrastructure de qualité fondamentale,Autre,TROUCARÉ-BAS,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
2179,Amélioration de l'accès à l'éducation de qualité et aux meilleurs conditions d'apprentissage de la petite enfance à travers la construction d'une infrastructure de qualité fondamentale à l'école maternelle de Gao,Autre,GAO,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
2124,Amélioration de l’accès à l’éducation de qualité et aux meilleurs conditions d’apprentissage des apprenants à travers la construction d’une infrastructure de qualité fondamentale,Autre,KPÉLI-FADA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2132,Amélioration de l’accès à l’éducation de qualité et aux meilleurs conditions d’apprentissage des apprenants de l’école Primaire Publique de Gbaou à travers la réalisation d’une infrastructure de qualité fondamentale,Autre,GBAOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2138,Amélioration de l’accès à l’éducation de qualité et aux meilleurs conditions d’apprentissage des élèves à travers la construction de modules de classes au profit du CEG Allindaou,Autre,N’DJAKADA,5000000,p,N,Education,Salles de classes pour les collèges et lycées
2188,Amélioration de l'accès à l'éducation de qualité et meilleurs conditions d'apprentissage des apprenants du CEG ALINDAOU à travers la construction d'une infrastructure de qualité fondamentale,Autre,KAGNIFÊLÊ,5000000,p,N,Education,Salles de classes pour les collèges et lycées
2311,"Amélioration de l'accès à lla santé à travers la dotation des équipements tel que les lits, matelas...au centre de santé de Madina",Autre,MADINA DE PRKOU1,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2190,Amélioration de l'accès au centre de santé et de maternité de Gbaou aux membres de la communauté de kakpessia à travers l'aménagement de la connectivité entre kakpessia et le centre de santé de Gbaou distant de 7 km,Autre,KAKPÉSSIA,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
886,"Amélioration de l'accès au piste à travers l'aménagement de la von ABDOULAYE ISSA, von du début de la mosquée de Kadera à fin pavé zazira, Rue en T de Chidiack Lolo",Autre,KADÉRA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2191,Amélioration de l'accès au soin de qualité à travers l'aménagement de la route kakpessia - centre de santé de Gbaou long de 6 km avec les points d'affranchissement sur le marigot Okpounakolo et la rivière Tou,Autre,KAKPÉSSIA,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2142,Amélioration de l’accès au soin de santé au profit des ménages de Itchèlli à travers la construction construction d’un centre de santé isolé,Autre,ITCHÈLLI,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2384,Amélioration de l'accès au soins au centre de santé de karimama à travers là construction d'une salle d'hospitalisation,Autre,KARIMAMA-BATOUMA-BÉRI,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2137,Amélioration de l’accès au soins de proximité à travers la construction d'un centre de santé isolé et équipé au profit de la communauté de N’djakada,Autre,N’DJAKADA,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2135,Amélioration de l’accès au soins de proximité à travers la construction d’un centre de santé sanitaire isolé et équipé au profit de la communauté de Gnangba-kabia,Autre,GNANGBA KABIA,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
557,Amélioration de l’accès au soins de santé à travers l’extension  et réhabilitation du centre de santé de Sandilo,Autre,SANDILO-GANDO,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2141,Amélioration de l’accès aux meilleurs conditions d’apprentissage à travers la construction d’une infrastructure de qualité fondamentale dans l’école Primaire Publique de Adedewo,Autre,ADÉDÉWO,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
876,Amélioration de l'accès aux ouvrages de franchissement à travers l'aménagement du pont bel air et du pont derrière Epp Abdoulaye ISSA,Autre,BAKINKOURA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
871,"Amélioration de l'accès aux pistes à travers l'aménagement de la von "" début Kadera, fin kabassira""",Autre,KABASSIRA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2374,Amélioration de l'accès aux soins à la maternité du centre de santé de karimama à travers la construction d'une salle d'hospitalisation plus équipements au profit des acvouchés,Autre,FAKARA,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2131,Amélioration de l’accès aux soins de qualité à travers la mise aux normes du centre de santé et de la maternité de Gbaou,Autre,GBAOU,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2178,Amélioration de l'accès aux soins de qualité à travers la mise aux normes et l'équipement en matériel adéquat du centre de santé afin d'améliorer la prise en charge des usagers,Autre,AWOTOBI,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2291,Amélioration de l'accès aux soins de santé à travers l'extension et réhabilitation du centre de santé de Sandilo,Autre,SANDILO,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
72,Amélioration de l’accès aux soins de santé et de maternité de Madjatom à travers la mise aux normes du dispensaire et de la maternité,Autre,MADJATOM,5000000,p,N,Santé,Dispensaire isolé
64,Amélioration de l’accès aux soins de santé et de maternité de Tachalinga à  travers la mise aux normes du dispensaire et de la maternité,Autre,TCHALINGA,5000000,p,N,Santé,Dispensaire isolé
550,Amélioration de l’accès aux soins de santé  et du niveau  d'équipements du centre de santé de Boro,Autre,KOUKOUMBOU,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2310,"Amélioration de l'accès aux voies à travers l'aménagement de la von allant de l'école Madina jusqu'à la buvette wegou-wegou, von face commissariat de Madina, von des toilettes de l'EPP Madina jusqu'à derrière commissariat, von El hadj Onedern",Autre,MADINA DE PRKOU1,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
882,Amélioration de l'accès de la voie en face de la buvette California jusqu'au bafond,Autre,BOUNDAROU,5000000,p,N,Production végétale,Aménagement
2375,Amélioration de la connectivité à travers la l'aménagement de la piste quittant chez Zouberou Grégoire.,Autre,FAKARA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2130,Amélioration de la connectivité à travers l’aménagement de la voie allant de Gbaou à la frontière du Togo long 04km,Autre,GBAOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2040,Amélioration de la connectivité à travers l’aménagement de pistes et réalisation d’un système de drainage d’eau sur un linéaire de 4km au profit de la communauté de Taïfa,Autre,TAÏFA,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
1751,"Amélioration de la connectivité à travers la réalisation de quatre (04) ouvrages de franchissement reliant les maisons de   Malan ISSA, Torou ISSA, Maison Issifou et Maison El-hadj Abdou et la maison Moussa au profit de la communauté de Madina",Autre,MADINA DE DJOUGOU1,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2133,Amélioration de la connectivité à travers la réhabilitation de la piste quittant l’embranchement de l’axe Gbaou sèmère2 passant par Salisali pour kadè et la réalisation des infrastructure de franchissement,Autre,GNANGBA KABIA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
549,Amélioration de la Connectivité  à  travers l’étude et réalisation d'un ouvrage de franchissement sur la piste Boro -Kounkoumbou,Autre,KOUKOUMBOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2396,Amelioration de la connectivité à travers l'ouverture de voie dans le village de kompa,Autre,KOMPA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2265,Amélioration de la connectivité de la communauté de Zountori et midjinaha,Autre,ZOUNTORI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2255,Amélioration de la connectivité de la communauté et assainissement des rues et les points critiques au profit de la communauté,Autre,FORMAGAZI,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2227,"Amélioration de la connectivité des Communautés de kparsi et de Djakpingou à travers une aménagement de la piste de alluhadou, kparsi,  Djakpingou et de Djougou",Autre,KPARSI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2290,Amélioration de la connectivité des villages à travers l'étude et réalisation d'un ouvrage de franchissement sur la piste Sandilo à Sandilo-gando avec remblai d'accès,Autre,SANDILO,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
552,Amélioration de la connectivité des villages à  travers l’études et réalisation d'un ouvrage de franchissement sur la piste sanekou-boro,Autre,SANRÉKOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
556,Amélioration de la connectivité des villages l’études et réalisation d'un  ouvrage de franchissement sur la piste Sandilo  - Sandilo gando avec remblais d'accès,Autre,SANDILO-GANDO,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2182,Amélioration de la connectivité entre Gao et Bawinadabi distant de 6km à travers l'aménagement de la route et la réalisation des infrastructures de franchissement,Autre,GAO,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2245,Amélioration de la connectivité entre la communauté de Batoulou Mounla et la communauté gando,Autre,BATOULOU MOUNLA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
